currencyCode,unitPrice,location,effectiveStartDate,meterName,productName,serviceName,unitOfMeasure,type,reservationTerm,armSkuName,isPrimaryMeterRegion,CPU-cores
EUR,0.1019,DE West Central,2024-04-01T00:00:00Z,DC16ds_v3 Spot,DCdsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.9139,DE West Central,2023-11-01T00:00:00Z,E80is v4 Spot,Virtual Machines Esv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,80.0
EUR,0.5693,DE West Central,2023-07-01T00:00:00Z,E80is v4 Spot,Virtual Machines Esv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,80.0
EUR,3.2369,DE North,2023-10-01T00:00:00Z,E64-32as v5 Low Priority,Easv5 Series CloudServices,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.3258,DE North,2023-09-01T00:00:00Z,B16als v2 Low Priority,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.1489,DE North,2023-09-01T00:00:00Z,B16als v2 Low Priority,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,0.1528,DE West Central,2024-04-01T00:00:00Z,DC24ds_v3 Spot,DCdsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,24.0
EUR,1.9607,DE North,2023-04-01T00:00:00Z,D48ls v5 Low Priority,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,48.0
EUR,0.5665,DE North,2023-04-01T00:00:00Z,D48ls v5 Low Priority,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,48.0
EUR,0.0468,DE West Central,2023-11-01T00:00:00Z,DC4adscc v5 Low Priority,Virtual Machines DCadsccv5 Series,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.4856,DE North,2024-05-01T00:00:00Z,E32-8as v5 Spot,Virtual Machines Easv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.3202,DE North,2024-05-01T00:00:00Z,E32-8as v5 Spot,Virtual Machines Easv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,8.0
EUR,8052.4345,DE West Central,2023-10-01T00:00:00Z,D32as v5,Virtual Machines Dasv5 Series,Virtual Machines,1 Hour,Reservation,1 Year,,True,32.0
EUR,15558.9888,DE West Central,2023-10-01T00:00:00Z,D32as v5,Virtual Machines Dasv5 Series,Virtual Machines,1 Hour,Reservation,3 Years,,True,32.0
EUR,0.1589,DE North,2024-05-01T00:00:00Z,DC16ds_v3 Spot,DCdsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.4099,DE West Central,2023-12-01T00:00:00Z,E64is v3 Spot,Virtual Machines ESv3 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.1292,DE West Central,2024-04-01T00:00:00Z,DC24s_v3 Spot,DCsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,24.0
EUR,0.056,DE North,2023-10-01T00:00:00Z,DC4s_v3 Low Priority,DCsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.1243,DE West Central,2023-09-01T00:00:00Z,DS14 v2 Spot,Virtual Machines DSv2 Series,Virtual Machines,1 Hour,Consumption,,,True,
EUR,2.3493,DE West Central,2023-09-01T00:00:00Z,DC64as v5 Low Priority,DCasv5-series Windows,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.6236,DE West Central,2023-09-01T00:00:00Z,DC64as v5 Low Priority,DCasv5-series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,64.0
EUR,0.3251,DE West Central,2023-08-01T00:00:00Z,D32ads v5 Spot,Virtual Machines Dadsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.3553,DE North,2024-05-01T00:00:00Z,E32s v3 Spot,Virtual Machines ESv3 Series,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.15,DE North,2024-05-01T00:00:00Z,L8as v3 Spot,Lasv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.1087,DE North,2024-05-01T00:00:00Z,L8as v3 Spot,Lasv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,8.0
EUR,0.3553,DE North,2024-05-01T00:00:00Z,E32-8s v3 Spot,Virtual Machines ESv3 Series,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,8.5393,DE West Central,2023-03-01T00:00:00Z,I5 v2 App,Azure App Service Isolated v2 Plan,Azure App Service,1 Hour,Consumption,,,True,
EUR,53198.5019,DE West Central,2023-03-01T00:00:00Z,I5 v2 App,Azure App Service Isolated v2 Plan,Azure App Service,1 Hour,Reservation,1 Year,,True,
EUR,122259.3633,DE West Central,2023-03-01T00:00:00Z,I5 v2 App,Azure App Service Isolated v2 Plan,Azure App Service,1 Hour,Reservation,3 Years,,True,
EUR,0.1629,DE West Central,2023-11-01T00:00:00Z,DC4adscc v5 Low Priority,Virtual Machines DCadsccv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.0468,DE West Central,2023-11-01T00:00:00Z,DC4adscc v5 Low Priority,Virtual Machines DCadsccv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,4.0
EUR,0.052,DE North,2024-05-01T00:00:00Z,E4bs v5 Spot,Virtual Machines Ebsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.5663,DE West Central,2024-05-01T00:00:00Z,D64ls v5 Spot,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.2906,DE West Central,2024-05-01T00:00:00Z,D64ls v5 Spot,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,64.0
EUR,0.9702,DE North,2024-05-01T00:00:00Z,E64-16s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.6394,DE North,2024-05-01T00:00:00Z,E64-16s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,0.0144,DE West Central,2023-09-01T00:00:00Z,B2ps v2 Low Priority,Virtual Machines Bpsv2 Series,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.1034,DE West Central,2023-06-01T00:00:00Z,E16pds v5 Spot,Virtual Machines Epdsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.0152,DE North,2024-05-01T00:00:00Z,D2as v4 Spot,Virtual Machines Dasv4 Series,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0194,DE West Central,2023-12-01T00:00:00Z,D2 v3/D2s v3 Spot,Virtual Machines Dv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0108,DE West Central,2023-12-01T00:00:00Z,D2 v3/D2s v3 Spot,Virtual Machines Dv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,2.7228,DE North,2024-04-01T00:00:00Z,D64as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,False,64.0
EUR,0.8099,DE North,2024-04-01T00:00:00Z,D64as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,False,64.0
EUR,0.0326,DE North,2024-05-01T00:00:00Z,E2 v4 Spot,Virtual Machines Ev4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.0222,DE North,2024-05-01T00:00:00Z,E2 v4 Spot,Virtual Machines Ev4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,
EUR,0.0249,DE West Central,2023-09-01T00:00:00Z,D3 v2/DS3 v2 Spot,Virtual Machines Dv2 Series,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.3118,DE West Central,2023-11-01T00:00:00Z,DC32ascc v5 Low Priority,Virtual Machines DCasccv5 Series,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.4061,DE North,2024-05-01T00:00:00Z,E32d v4 Spot,Virtual Machines Edv4 Series,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.1704,DE West Central,2024-03-01T00:00:00Z,A4 v2,Virtual Machines Av2 Series,Virtual Machines,1 Hour,Consumption,,,True,
EUR,881.0861,DE West Central,2024-03-01T00:00:00Z,A4 v2,Virtual Machines Av2 Series,Virtual Machines,1 Hour,Reservation,1 Year,,True,
EUR,1702.2472,DE West Central,2024-03-01T00:00:00Z,A4 v2,Virtual Machines Av2 Series,Virtual Machines,1 Hour,Reservation,3 Years,,True,
EUR,0.6403,DE North,2024-05-01T00:00:00Z,E64as v5 Spot,Virtual Machines Easv5 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.8315,DE West Central,2023-04-01T00:00:00Z,D16lds v5,Virtual Machines Dldsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,4297.7528,DE West Central,2023-04-01T00:00:00Z,D16lds v5,Virtual Machines Dldsv5 Series,Virtual Machines,1 Hour,Reservation,1 Year,,True,16.0
EUR,7866.1049,DE West Central,2023-04-01T00:00:00Z,D16lds v5,Virtual Machines Dldsv5 Series,Virtual Machines,1 Hour,Reservation,3 Years,,True,16.0
EUR,0.1828,DE West Central,2023-12-01T00:00:00Z,E16s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.1139,DE West Central,2023-12-01T00:00:00Z,E16s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,0.1396,DE North,2024-05-01T00:00:00Z,DS13-2 v2 Spot,Virtual Machines DSv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.097,DE North,2024-05-01T00:00:00Z,DS13-2 v2 Spot,Virtual Machines DSv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,
EUR,0.1333,DE North,2024-05-01T00:00:00Z,F16/F16s Spot,Virtual Machines F Series,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.0228,DE West Central,2023-12-01T00:00:00Z,E2s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0142,DE West Central,2023-12-01T00:00:00Z,E2s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,0.147,DE West Central,2023-10-01T00:00:00Z,D4as v5 Low Priority,Dasv5 Series Cloud Services,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.2004,DE North,2023-09-01T00:00:00Z,B8s v2 Low Priority,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.0934,DE North,2023-09-01T00:00:00Z,B8s v2 Low Priority,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,8.0
EUR,0.7097,DE North,2023-10-01T00:00:00Z,E8as v5,Easv5 Series CloudServices,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.2238,DE North,2023-10-01T00:00:00Z,DC16s_v3 Low Priority,DCsv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,1.5758,DE West Central,2023-09-01T00:00:00Z,B32s v2,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,1.4382,DE West Central,2023-09-01T00:00:00Z,B32s v2,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,32.0
EUR,0.4568,DE West Central,2023-10-01T00:00:00Z,E64s v5 Spot,Virtual Machines Esv5 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.0704,DE West Central,2024-03-01T00:00:00Z,A2m v2 Low Priority,Virtual Machines Av2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0212,DE West Central,2024-03-01T00:00:00Z,A2m v2 Low Priority,Virtual Machines Av2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,0.0517,DE West Central,2023-06-01T00:00:00Z,E8pds v5 Spot,Virtual Machines Epdsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.4802,DE North,2024-05-01T00:00:00Z,E48as v5 Spot,Virtual Machines Easv5 Series,Virtual Machines,1 Hour,Consumption,,,True,48.0
EUR,1.7622,DE West Central,2024-04-01T00:00:00Z,D48as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,False,48.0
EUR,0.4672,DE West Central,2024-04-01T00:00:00Z,D48as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,False,48.0
EUR,0.9606,DE North,2024-05-01T00:00:00Z,E96as v5 Spot,Virtual Machines Easv5 Series,Virtual Machines,1 Hour,Consumption,,,True,96.0
EUR,0.0536,DE West Central,2023-09-01T00:00:00Z,B2ls v2,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0449,DE West Central,2023-09-01T00:00:00Z,B2ls v2,Virtual Machines Bsv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,0.7294,DE West Central,2024-02-01T00:00:00Z,NV16as v4 Low Priority,Virtual Machines NVasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.2266,DE West Central,2024-02-01T00:00:00Z,NV16as v4 Low Priority,Virtual Machines NVasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,1.4794,DE West Central,2023-08-01T00:00:00Z,EC20ads_v5,ECadsv5-series Linux,Virtual Machines,1 Hour,Consumption,,,True,20.0
EUR,10367.9775,DE West Central,2023-08-01T00:00:00Z,EC20ads_v5,ECadsv5-series Linux,Virtual Machines,1 Hour,Reservation,1 Year,,True,20.0
EUR,23326.779,DE West Central,2023-08-01T00:00:00Z,EC20ads_v5,ECadsv5-series Linux,Virtual Machines,1 Hour,Reservation,3 Years,,True,20.0
EUR,0.3483,DE North,2023-12-01T00:00:00Z,P2mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Consumption,,,True,2.0
EUR,0.0,DE North,2023-12-01T00:00:00Z,P2mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,DevTestConsumption,,,True,2.0
EUR,1985.0187,DE North,2023-12-01T00:00:00Z,P2mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,1 Year,,True,2.0
EUR,4118.9139,DE North,2024-03-01T00:00:00Z,P2mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,3 Years,,True,2.0
EUR,0.4682,DE West Central,2023-11-01T00:00:00Z,EC16adscc v5 Spot,Virtual Machines ECadsccv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.2959,DE West Central,2023-11-01T00:00:00Z,EC16adscc v5 Spot,Virtual Machines ECadsccv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,0.7592,DE West Central,2024-05-01T00:00:00Z,DC32as v5 Spot,DCasv5-series Linux,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.0914,DE West Central,2023-12-01T00:00:00Z,E8-4s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.0569,DE West Central,2023-12-01T00:00:00Z,E8-4s v3 Spot,Virtual Machines ESv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,4.0
EUR,0.0054,DE North,2023-09-01T00:00:00Z,B2ats v2 Spot,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0033,DE North,2023-09-01T00:00:00Z,B2ats v2 Spot,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,0.3202,DE West Central,2023-01-01T00:00:00Z,E8ps v5 Low Priority,Virtual Machines Epsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.0911,DE West Central,2023-01-01T00:00:00Z,E8ps v5 Low Priority,Virtual Machines Epsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,8.0
EUR,0.3717,DE North,2024-03-01T00:00:00Z,A4 v2,Virtual Machines Av2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.1994,DE North,2024-03-01T00:00:00Z,A4 v2,Virtual Machines Av2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,
EUR,3.9213,DE North,2023-04-01T00:00:00Z,D96ls v5 Low Priority,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,96.0
EUR,1.1339,DE North,2023-04-01T00:00:00Z,D96ls v5 Low Priority,Virtual Machines Dlsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,96.0
EUR,0.2173,DE North,2024-05-01T00:00:00Z,L16as v3 Spot,Lasv3 Series Linux,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.2247,DE West Central,2023-10-01T00:00:00Z,L16s v3 Spot,Virtual Machines Lsv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,16.0
EUR,0.1558,DE West Central,2023-04-01T00:00:00Z,L16s v3 Spot,Virtual Machines Lsv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,16.0
EUR,0.8121,DE North,2024-05-01T00:00:00Z,E64d v4 Spot,Virtual Machines Edv4 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,1.7107,DE North,2023-10-01T00:00:00Z,E20as v5,Easv5 Series CloudServices,Virtual Machines,1 Hour,Consumption,,,True,20.0
EUR,0.5375,DE North,2024-05-01T00:00:00Z,D64s v4 Spot,Virtual Machines Dsv4 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.0275,DE West Central,2024-04-01T00:00:00Z,D2a v4/D2as v4 Spot,Virtual Machines Dav4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.0097,DE West Central,2024-04-01T00:00:00Z,D2a v4/D2as v4 Spot,Virtual Machines Dav4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,2.0
EUR,5.1058,DE North,2024-04-01T00:00:00Z,D48a v4/D48as v4,Virtual Machines Dav4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,48.0
EUR,3.0384,DE North,2024-04-01T00:00:00Z,D48a v4/D48as v4,Virtual Machines Dav4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,48.0
EUR,0.2502,DE West Central,2024-05-01T00:00:00Z,D48lds v5 Spot,Virtual Machines Dldsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,48.0
EUR,5.3464,DE North,2023-10-01T00:00:00Z,E96-24ads v5 Low Priority,Eadsv5 Series CloudServices,Virtual Machines,1 Hour,Consumption,,,True,24.0
EUR,0.0509,DE West Central,2023-07-01T00:00:00Z,D8d v4 Spot,Virtual Machines Ddv4 Series,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.0303,DE North,2024-05-01T00:00:00Z,D4a v4/D4as v4 Spot,Virtual Machines Dav4 Series,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.0532,DE North,2024-05-01T00:00:00Z,D4lds v5 Spot,Virtual Machines Dldsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.0325,DE North,2024-05-01T00:00:00Z,D4lds v5 Spot,Virtual Machines Dldsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,4.0
EUR,1.0657,DE North,2024-05-01T00:00:00Z,E96-24as_v4 Spot,Virtual Machines Easv4 Series,Virtual Machines,1 Hour,Consumption,,,True,24.0
EUR,0.5873,DE West Central,2023-08-01T00:00:00Z,D64as v5 Spot,Virtual Machines Dasv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.0936,DE West Central,2023-08-01T00:00:00Z,E8-2ads v5 Spot,Virtual Machines Eadsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,0.2097,DE North,2023-10-01T00:00:00Z,E2as v5,Easv5 Series CloudServices,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,1.4682,DE West Central,2024-04-01T00:00:00Z,D16as v4,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,False,16.0
EUR,0.779,DE West Central,2024-04-01T00:00:00Z,D16as v4,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,False,16.0
EUR,0.0719,DE West Central,2023-09-01T00:00:00Z,B8s v2 Low Priority,Virtual Machines Bsv2 Series,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,3.4307,DE West Central,2023-11-01T00:00:00Z,EC32ascc v5,Virtual Machines ECasccv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,2.0524,DE West Central,2023-11-01T00:00:00Z,EC32ascc v5,Virtual Machines ECasccv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,32.0
EUR,0.4568,DE West Central,2023-10-01T00:00:00Z,E64-32s v5 Spot,Virtual Machines Esv5 Series,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,18115.1685,DE West Central,2024-03-01T00:00:00Z,I3 v2 App,Azure App Service Isolated v2 Plan - Linux,Azure App Service,1 Hour,Reservation,3 Years,,True,
EUR,0.0162,DE North,2024-05-01T00:00:00Z,D2lds v5 Spot,Virtual Machines Dldsv5 Series,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,4.088,DE West Central,2024-05-01T00:00:00Z,NC40adsH100v5 Low Priority,Virtual Machines NCadsH100v5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,40.0
EUR,1.6994,DE West Central,2024-05-01T00:00:00Z,NC40adsH100v5 Low Priority,Virtual Machines NCadsH100v5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,40.0
EUR,5.8727,DE West Central,2024-04-01T00:00:00Z,D64as v4,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,False,64.0
EUR,3.1161,DE West Central,2024-04-01T00:00:00Z,D64as v4,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,False,64.0
EUR,0.6966,DE North,2023-12-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Consumption,,,True,3.0
EUR,0.0,DE North,2023-12-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,DevTestConsumption,,,True,3.0
EUR,3970.0375,DE North,2023-12-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,1 Year,,True,3.0
EUR,8238.764,DE North,2024-03-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,3 Years,,True,3.0
EUR,0.4342,DE North,2024-05-01T00:00:00Z,D32 v4 Spot,Virtual Machines Dv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.2688,DE North,2024-05-01T00:00:00Z,D32 v4 Spot,Virtual Machines Dv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,
EUR,0.8,DE West Central,2023-01-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Consumption,,,True,3.0
EUR,0.5832,DE West Central,2023-01-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,DevTestConsumption,,,True,3.0
EUR,4555.2434,DE West Central,2023-01-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,1 Year,,True,3.0
EUR,9460.6742,DE West Central,2023-01-01T00:00:00Z,P3mv3 App,Azure App Service Premium v3 Plan - Linux,Azure App Service,1 Hour,Reservation,3 Years,,True,3.0
EUR,2.2051,DE West Central,2023-01-01T00:00:00Z,D64ps v5 Low Priority,Virtual Machines Dpsv5 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.5515,DE West Central,2023-01-01T00:00:00Z,D64ps v5 Low Priority,Virtual Machines Dpsv5 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,64.0
EUR,5.1236,DE West Central,2023-10-01T00:00:00Z,DC48ds_v3,DCdsv3 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,48.0
EUR,3.0562,DE West Central,2023-10-01T00:00:00Z,DC48ds_v3,DCdsv3 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,48.0
EUR,0.109,DE North,2024-05-01T00:00:00Z,F8s Spot,Virtual Machines FS Series Windows,Virtual Machines,1 Hour,Consumption,,,True,8.0
EUR,0.0666,DE North,2024-05-01T00:00:00Z,F8s Spot,Virtual Machines FS Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,8.0
EUR,0.1704,DE North,2024-04-01T00:00:00Z,D4as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,4.0
EUR,0.0507,DE North,2024-04-01T00:00:00Z,D4as v4 Low Priority,Virtual Machines Dasv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,4.0
EUR,0.009,DE West Central,2023-09-01T00:00:00Z,B2pts v2,Virtual Machines Bpsv2 Series,Virtual Machines,1 Hour,Consumption,,,True,2.0
EUR,46.8165,DE West Central,2023-09-01T00:00:00Z,B2pts v2,Virtual Machines Bpsv2 Series,Virtual Machines,1 Hour,Reservation,1 Year,,True,2.0
EUR,89.8876,DE West Central,2023-09-01T00:00:00Z,B2pts v2,Virtual Machines Bpsv2 Series,Virtual Machines,1 Hour,Reservation,3 Years,,True,2.0
EUR,2.1442,DE West Central,2023-08-01T00:00:00Z,EC20as_v5,ECasv5-series Windows,Virtual Machines,1 Hour,Consumption,,,True,20.0
EUR,1.2828,DE West Central,2023-08-01T00:00:00Z,EC20as_v5,ECasv5-series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,20.0
EUR,0.7285,DE North,2023-09-01T00:00:00Z,B32as v2 Low Priority,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.3361,DE North,2023-09-01T00:00:00Z,B32as v2 Low Priority,Virtual Machines Basv2 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,32.0
EUR,1.1835,DE West Central,2023-11-01T00:00:00Z,EC64adscc v5 Spot,Virtual Machines ECadsccv5 Series,Virtual Machines,1 Hour,Consumption,,,True,64.0
EUR,0.0311,DE West Central,2023-09-01T00:00:00Z,DS12 v2 Spot,Virtual Machines DSv2 Series,Virtual Machines,1 Hour,Consumption,,,True,
EUR,0.5207,DE North,2024-05-01T00:00:00Z,E32s v4 Spot,Virtual Machines Esv4 Series Windows,Virtual Machines,1 Hour,Consumption,,,True,32.0
EUR,0.3553,DE North,2024-05-01T00:00:00Z,E32s v4 Spot,Virtual Machines Esv4 Series Windows,Virtual Machines,1 Hour,DevTestConsumption,,,True,32.0
EUR,0.4745,DE North,2024-05-01T00:00:00Z,D48ds v4 Spot,Virtual Machines Ddsv4 Series,Virtual Machines,1 Hour,Consumption,,,True,48.0
